id,question,correctAnswer,answerA,answerB,answerC,answerD
191062,"pierre duhem, man names equation describing change chemical potential.",A,Josiah Willard Gibbs,Raoult's law,Polymerase chain reaction,Bessel function
191065,oak ridge national laboratory facility generate particles spallation.,D,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel,Neutron
191068,"oxidation one compounds jones reagent yields carboxylic acid, product reaction ketone grignard reagent.",A,Alcohol,Ketone,Acetone,Benzene
191073,weierstrass function notable since lacks quantity points.,A,Derivative,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
191076,element extracted frasch process bonded hydrogen atom functional group called mercaptan.,C,Boron,Zinc,Sulfur,Polymer
191077,molecules hydrolyzed condensation aldehyde ammonium chloride potassium cyanide.,D,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Amino acid
191082,elements object's atmosphere selectively absorb radiation create fraunhofer lines spectrum.,A,Sun,Paramagnetism,Cherenkov radiation,Diamagnetism
191083,antimony pentafluoride part magic one.,B,Hamiltonian (quantum mechanics),Acid,Group (mathematics),Don Giovanni
191085,"toxin associated disease causes g proteins constitutively active, sufferers cystic fibrosis may less prone disease.",A,Cholera,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics)
191088,toom-cook karatsuba algorithms operation.,A,Multiplication,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
191094,"extraction process element requires grinding leeching sulfuric acid, converting dioxide trioxide.",A,Uranium,Cyclohexane,Titanium,Boron
212074,"function vapor pressure given ""a minus b plus c"" antoine's equation.",B,Group (mathematics),Logarithm,Hamiltonian (quantum mechanics),Don Giovanni
191106,verneuil flame-fusion process invented create artificial versions gemstones composed material.,A,Corundum,Cosmic ray,Giuseppe Garibaldi,Titanium
191121,ionization smoke detectors rely ability entities ionize oxygen nitrogen.,C,Don Giovanni,Hamiltonian (quantum mechanics),Alpha particle,Group (mathematics)
191126,pigment cryptoxanthin readily converted vitamin.,D,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Vitamin A
191144,phenomenon cold solid results bergeron process.,A,Rain,Hamiltonian (quantum mechanics),Group (mathematics),Transcription (genetics)
191149,maxwell-stefan model applies multicomponent systems.,C,Hamiltonian (quantum mechanics),Don Giovanni,Diffusion,Group (mathematics)
212083,uv fluorescent lamps pass current element.,A,Mercury 13,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
191156,"si units standard conditions air, equal 20.05 times square root temperature, usually approximation using reference plus 0.6 times temperature used.",D,Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics),Speed of sound
191159,man served instructor queen christina sweden drew wrote code regulations swedish academy sciences.,B,Hamiltonian (quantum mechanics),Rene Descartes,Group (mathematics),Don Giovanni
191170,jacobian type structures often used changing coordinate systems hessian variety used analyzing critical point multivariable function.,D,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Matrix (mathematics)
191181,disease theorized caused abnormalities resulting hyper-phosphorylation (fos-fawr-uh-ley-shun) tau proteins.,D,Hamiltonian (quantum mechanics),Johann Wolfgang von Goethe,Group (mathematics),Alzheimer's disease
191182,"potential free particle zero, eigenfunctions quantity equal eigenfunctions energy, quantum mechanical operator quantity negative h-bar times gradient.",D,Torque,Thermoelectric effect#Seebeck effect,Angular momentum,Momentum
191185,"one process involves entities moller scattering, davisson-germer experiment used entities proved exhibit wave-particle duality.",A,Electron,Hamiltonian (quantum mechanics),Group (mathematics),Don Giovanni
191186,"organ contains cords billroth, found sinusoid vessels.",A,Spleen,Phloem,Stomach,Liver
191197,dual nature entities confirmed firing nickel target davisson-germer experiment.,A,Electron,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics)
191202,quantum analog one formula named man named ehrenfest (air-en-fest).,D,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics),Isaac Newton
212092,displacement current ampere's law proportional time rate change quantity.,B,Electronegativity,Electric field,Thermoelectric effect#Seebeck effect,Turbulence
191216,"thinker attacked casuistry work published pseudonym louis de montalte, intended defense antoine arnauld.",A,Blaise Pascal,William Golding,Langston Hughes,Milton Friedman
191217,"northern edge biome often features krumholtz vegetation, features spodosol soils.",A,Taiga,Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics)
191227,elements high magnetic moments form large trivalent cations.,D,Group (mathematics),Joseph Conrad,Hamiltonian (quantum mechanics),Lanthanide
191248,"past proposals suggested using bubble chambers process, devices called tokamaks designed study process sustaining plasma tori.",C,Seafloor spreading,Cherenkov radiation,Nuclear fusion,Black hole
191259,"property two coefficients, one sometimes called limiting always used object stationary.",A,Friction,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
191262,property one responsible direction time's arrow.,B,Spin (physics),Entropy,Arrhenius equation,Helmholtz free energy
191267,planet emits ashen light.,C,G. E. Moore,Group (mathematics),Venus,Hamiltonian (quantum mechanics)
191274,"one type protein named element voltage-gated type causes falling phase action potential, element's namesake """"channel.",C,Hamiltonian (quantum mechanics),Don Giovanni,Potassium,Group (mathematics)
191289,"presence compound, nessler's reagent turns yellow.",C,Hamiltonian (quantum mechanics),Don Giovanni,Ammonia,Group (mathematics)
191293,calcium released substance released following binding ip3 endoplasmic reticulum.,D,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel,Insulin
191298,"full-grown humans, ghrelin produced larger quantities region pancreas.",D,Liver,Collagen,Phloem,Stomach
191302,one equation discovering value multiplies masses two objects radius squared multiplied force's universal constant.,C,Spin (physics),Angular momentum,Gravity,Momentum
191311,"redlich-kwong equation derived statement, modified using acentric compressibility factors.",C,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Ideal gas law,Group (mathematics)
191315,giant's causeway made type rock lunar mare.,D,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel,Basalt
191320,"animal leydig's organ, four compartments heart arranged shape.",C,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Shark,Group (mathematics)
191322,diophantine equations use type numbers variables.,C,Group (mathematics),Don Giovanni,Integer,Hamiltonian (quantum mechanics)
191331,"iodide methyl group attached atom element, attached three phenyl groups, used form ylide wittig reaction.",A,Phosphorus,Group (mathematics),G. E. Moore,Hamiltonian (quantum mechanics)
191338,"period, salty zechstein sea covered much europe.",C,Hamiltonian (quantum mechanics),Group (mathematics),Permian,Don Giovanni
191348,man discovered cubic closed packing hexagonal closed packing arrangements efficient ways pack spheres.,A,Johannes Kepler,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
191349,"one type motion location called slichter modes, existence location first proposed inge lehmann.",D,Hamiltonian (quantum mechanics),Group (mathematics),Don Giovanni,Inner core
191357,recrystallization based differences property high low temperatures.,B,Group (mathematics),Solubility,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
191361,"one part organ known bare area, since covered peritoneum.",C,Don Giovanni,Hamiltonian (quantum mechanics),Liver,Group (mathematics)
191365,one type organisms uses reverse transcriptase replication process.,D,Hamiltonian (quantum mechanics),Group (mathematics),Don Giovanni,Virus
191373,"plant cells, event preceding stage mitosis sees formation phragmosome.",A,Prophase,Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics)
191381,"property stays constant cmc, critical micelle concentration, reached, comes certain amount surfactants added solution.",D,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics),Surface tension
191386,"apocryphally, man's gravestone featured cylinder two-thirds volume sphere inscribed; relation something man proven.",D,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel,Archimedes
191392,constant named substances appears henderson-hasselbalch (hoss-el-bock) equation.,C,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Acid,Group (mathematics)
191396,one specific value entity equal square root ratio h bar g c fifth.,B,Don Giovanni,Time,Hamiltonian (quantum mechanics),Group (mathematics)
207141,"grotthuss mechanism explains proton diffusion network entities, whose strongest form, proton perfectly centered two atoms, found formic acid bifluoride ion.",C,Group (mathematics),Don Giovanni,Hydrogen bond,Hamiltonian (quantum mechanics)
191400,quantity often confused quantity symbolized delta g double dagger.,A,Activation energy,Arrhenius equation,Lattice energy,Gibbs free energy
191412,"projects virgo, lisa, liga looking gravitational kind phenomena.",D,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics),Wave
191414,one atom element found prototypic furan atom element forms bridge ether.,A,Oxygen,Diffusion,Titanium,Bose-Einstein condensate
191424,"one group put adjective name paintings george rodrigue, hung offices louisiana congressmen helped found it.",C,Frank Lloyd Wright,New Orleans,Blue,New Zealand
191432,"one important metabolic pathway named compound containing element generates ornithine namesake substance, urea.",A,Nitrogen,Amino acid,Adenosine triphosphate,Ester
191434,"one measurement property utilizes reciprocal atomic volume used calculate molecular geometries, named sanderson.",A,Electronegativity,Viscosity,Spin (physics),Thermoelectric effect#Seebeck effect
191435,organism causes disease toxicity related px01 plasmid.,B,Hamiltonian (quantum mechanics),Anthrax,G. E. Moore,Group (mathematics)
191442,steinhart-hart equation models differences property different temperatures.,C,Spin (physics),Thermoelectric effect#Seebeck effect,Electrical resistance,Viscosity
191444,central coefficient law dimensions pressure divided concentration one model effects temperature law's coefficient integrating van't hoff equation.,B,Bose-Einstein condensate,Henry's law,Arrhenius equation,Vapor pressure
191449,"quine distinguished three types them, including veridical falsidical.",C,Georg Wilhelm Friedrich Hegel,Group (mathematics),Paradox,Hamiltonian (quantum mechanics)
191452,one objects coordinate system invariant components contra-vary change basis.,D,Transcription (genetics),Hamiltonian (quantum mechanics),Group (mathematics),Vector (mathematics and physics)
106759,"one part organ becomes enlarged hirschspurngs disease, caused mutations phox2b ret.",B,Hamiltonian (quantum mechanics),Large intestine,Group (mathematics),Georg Wilhelm Friedrich Hegel
191462,"theory originally suggested abraham ortelius 1596, later opposed another theory based paleomagnetic evidence, polar wandering theory.",A,Continental drift,Hamiltonian (quantum mechanics),Arrow's impossibility theorem,Group (mathematics)
191463,one version calculating property involves dividing electron densities atoms named sanderson.,C,Group (mathematics),Hamiltonian (quantum mechanics),Electronegativity,Don Giovanni
